Date,price_return,position,strategy_return,strategy_equity,benchmark_equity
2015-09-17,-0.0016975539909206416,0.0,-0.0,1.0,0.9420742401586214
2015-09-18,0.018616240802663997,0.0,0.0,1.0,0.959612121067401
2015-09-21,-0.004393287151619352,0.0,-0.0,1.0,0.9553962694653774
2015-09-22,-0.007148509187593022,0.0,-0.0,1.0,0.948566610455312
2015-09-23,0.005866644965277779,0.0,0.0,1.0,0.9541315139847703
2015-09-24,0.01961830480836868,0.0,0.0,1.0,0.9728499568533937
2015-09-25,-0.006760312444125116,0.0,-0.0,1.0,0.9662731871838112
2015-09-28,-0.012216404886561949,0.0,-0.0,1.0,0.954468802698145
2015-09-29,-0.0043286434753202485,0.0,-0.0,1.0,0.950337247542949
2015-09-30,-0.010291878127232756,0.0,-0.0,1.0,0.9405564924114671
2015-10-01,-0.0011654404555132558,0.0,-0.0,1.0,0.9394603298245151
2015-10-02,0.020552885853187375,0.0,0.0,1.0,0.9587689507469961
2015-10-05,0.0008794301481580558,0.0,0.0,1.0,0.9596121210674009
2015-10-06,0.007644383998610005,0.0,0.0,1.0,0.9669477646105608
2015-10-07,0.001918338924141949,0.0,0.0,1.0,0.9688026981450253
2015-10-08,-0.0037424271785247987,0.0,-0.0,1.0,0.9651770245968592
2015-10-09,0.010133745218015022,0.0,0.0,1.0,0.9749578826544055
2015-10-12,0.007437494787493337,0.0,0.0,1.0,0.9822091268246732
2015-10-13,0.0007726194481927351,0.0,0.0,1.0,0.9829680006982503
2015-10-14,0.012266191592792408,0.0,0.0,1.0,0.9950252745243992
2015-10-15,0.006609650868141248,0.0,0.0,1.0,1.001602044193982
2015-10-16,-0.003619874349481522,0.0,-0.0,1.0,0.9979763706458159
2015-10-19,-0.008702202577111073,0.0,-0.0,1.0,0.9892917781012859
2015-10-20,0.004005753836428427,0.0,0.0,1.0,0.9932546374367622
2015-10-21,-0.008828543645214348,0.0,-0.0,1.0,0.9844856455193403
2015-10-22,-0.0008564577088983061,0.0,-0.0,1.0,0.9836424751989354
2015-10-23,-0.0028286703470528085,0.0,-0.0,1.0,0.9808600748972386
2015-10-26,0.003180564786877005,0.0,0.0,1.0,0.9839797639123102
2015-10-27,-0.00017133776510280807,0.0,-0.0,1.0,0.9838111710186551
2015-10-28,0.00882749942302219,0.0,0.0,1.0,0.992495763563185
2015-10-29,-0.025401431513222827,0.0,-0.0,1.0,0.967284950397871
2015-10-30,-0.0049685768954683684,0.0,-0.0,1.0,0.9624789207419898
2015-11-02,-0.004993386922360954,0.0,-0.0,1.0,0.9576728910861086
2015-11-03,-0.019017517809174378,0.0,-0.0,1.0,0.9394603298245151
2015-11-04,-0.006910744488703768,0.0,-0.0,1.0,0.9329679595278245
2015-11-05,-0.0018978541219498712,0.0,-0.0,1.0,0.9311973224401875
2015-11-06,-0.01521192362979007,0.0,-0.0,1.0,0.9170320198869624
2015-11-09,0.00027588160616076607,0.0,0.0,1.0,0.9172850121535097
2015-11-10,0.00027569330920274027,0.0,0.0,1.0,0.9175379014939924
2015-11-11,-0.0032163206736325334,0.0,-0.0,1.0,0.9145868053725759
2015-11-12,-0.003595374314838584,0.0,-0.0,1.0,0.911298523463849
2015-11-13,0.0,0.0,0.0,1.0,0.911298523463849
2015-11-16,0.0026831071546435936,0.0,0.0,1.0,0.9137436350521709
2015-11-17,-0.013841469664900852,0.0,-0.0,1.0,0.9010960802461001
2015-11-18,9.36630119054982e-05,0.0,0.0,1.0,0.9011804796189922
2015-11-19,0.008607738352895966,0.0,0.0,1.0,0.9089376053962898
2015-11-20,-0.001484207408105287,0.0,-0.0,1.0,0.9075885534688551
2015-11-23,-0.008918594730767726,0.0,-0.0,1.0,0.8994941389781828
2015-11-24,0.007030370881814907,0.0,0.0,1.0,0.9058179163812181
2015-11-25,-0.003537232295828474,0.0,-0.0,1.0,0.9026138279932544
2015-11-27,-0.013358289423750613,0.0,-0.0,1.0,0.8905564512410411
2015-11-30,0.009089280534049005,-1.0,-0.009289280534049005,0.990710719465951,0.898650968657778
2015-12-01,-0.001876524590329165,-1.0,0.001876524590329165,0.9925698124929315,0.8969646280169686
2015-12-02,-0.009024344064305523,-1.0,0.009024344064305523,1.001527103988711,0.8888701106002317
2015-12-03,0.007114399874201149,-1.0,-0.007114399874201149,0.9944018396860848,0.8951938880032672
2015-12-04,0.021475039914016225,-1.0,-0.021475039914016225,0.9730470204882549,0.9144182124789207
2015-12-07,-0.0074688571562355754,-1.0,0.0074688571562355754,0.9803145696905823,0.9075885534688554
2015-12-08,-9.287958349124548e-05,-1.0,9.287958349124548e-05,0.9804056208995057,0.9075042570220277
2015-12-09,0.0012077735750619656,-1.0,-0.0012077735750619656,0.9792215128977411,0.9086003166829152
2015-12-10,-0.0041759466424943215,-1.0,0.0041759466424943215,0.9833106896867845,0.9048060502410938
2015-12-11,0.0035411880668900775,-1.0,-0.0035411880668900775,0.9798286016064202,0.9080101386290576
2015-12-14,-0.011328881944101976,0.0,-0.0002,0.979632635886099,0.8977233989644813
2015-12-15,-0.0016905483613777195,0.0,-0.0,0.979632635886099,0.8962057541433914
2015-12-16,0.014206393112335736,0.0,0.0,0.979632635886099,0.9089376053962898
2015-12-17,-0.025231865651090035,0.0,-0.0,0.979632635886099,0.8860034138517071
2015-12-18,0.014655406954847683,0.0,0.0,0.979632635886099,0.8989881544450882
2015-12-21,0.014725261640587517,0.0,0.0,0.979632635886099,0.912225990231081
2015-12-22,-0.006562506170367022,0.0,-0.0,0.979632635886099,0.9062395015414203
2015-12-23,-0.0050242130338106206,0.0,-0.0,0.979632635886099,0.9016863612260219
2015-12-24,0.007293740957305728,0.0,0.0,0.979632635886099,0.9082630279695401
2015-12-28,-0.0062197841399697085,0.0,-0.0,0.979632635886099,0.9026138279932543
2015-12-29,0.006539000467071565,0.0,0.0,0.979632635886099,0.9085160202360875
2015-12-30,-0.01614851453741295,0.0,-0.0,0.979632635886099,0.8938448360758324
2015-12-31,0.00018873054126511413,0.0,0.0,0.979632635886099,0.894013531895552
2016-01-04,0.013958243965158657,0.0,0.0,0.979632635886099,0.9064923908819033
2016-01-05,0.0030695273956511393,0.0,0.0,0.979632635886099,0.9092748941096646
2016-01-06,0.012518545710656026,0.0,0.0,0.979632635886099,0.9206576934351283
2016-01-07,0.01447012217651622,0.0,0.0,0.979632635886099,0.9339797227418842
